client_id,canonical_name,recorded_name,bucket,expected_alert,expected_tier,name_noise,pan_present,reason,linked_watchlist_id
C1523,Pooja Saxena,Pooja Saxena,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2404,Ritu Sengupta,Ritu Sengupta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1213,Mohammad Yousaf,"Yousaf, Mohammad",F_FP_UAPA_ALIAS,0,NONE,reorder,1,Matches the bare UAPA alias 'Mohammad Yousaf'. Single-token / common-name aliases must never trigger alone.,
C2733,Rohan Bhattacharya,Rohan Bhattacharya,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1060,Suryaprakash Rathi,Shri Suryaprakash Rathi,B_FP_PAN_MISMATCH,0,NONE,honorific,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-bd07b4bb2da28ac8ba91449f432a8451499287b3
C1159,Shafi Parambil,Shafi Parambil,D_TRUE_PEP,1,EDD,none,1,"Sitting MP (Indian National Congress) -> PEP / enhanced due diligence, NOT an adverse-media hit",Q24007170
C1511,Zenith Enterprises LLP,Zenith Enterprises LLP,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2269,Nilgiri Ventures Ltd,Nilgiri Ventures Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2168,Chandra Exports India Pvt Ltd,Chandra Exports India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1420,Ritu Menon,Ritu Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1603,Zoya Deshmukh,Zoya Deshmukh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2927,Aman Menon,Aman Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1823,Zenith Textiles India Pvt Ltd,Zenith Textiles India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2736,Meridian Infra India Pvt Ltd,Meridian Infra India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1937,Shreya Dutta,Shreya Dutta,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1453,Deepak Malhotra,Deepak Malhotra,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1177,Varun Chaudhry,v. chaudhry,D_TRUE_PEP,1,EDD,case+initials,1,"Sitting MP (Indian National Congress) -> PEP / enhanced due diligence, NOT an adverse-media hit",Q112150959
C2581,Kavya Pillai,Kavya Pillai,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2038,Anantara Chemicals LLP,Anantara Chemicals LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1604,Zenith Industries Ltd,Zenith Industries Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2501,Swati Reddy,Swati Reddy,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2858,Neha Saxena,Neha Saxena,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1425,Rehan Mehta,Rehan Mehta,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2298,Chandra Chemicals Pvt Ltd,Chandra Chemicals Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2982,Konark Enterprises Pvt Ltd,Konark Enterprises Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2155,Satpura Chemicals Pvt Ltd,Satpura Chemicals Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2132,Nilgiri Industries Pvt Ltd,Nilgiri Industries Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2561,Imran Sengupta,Imran Sengupta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2130,Kaveri Capital India Pvt Ltd,Kaveri Capital India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2330,Isha Reddy,Isha Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1036,Shri Amar Kumar Das,Shri Amar Kumar Das,A_TRUE_SANCTION,1,HIGH,none,1,PAN exact-matches an active NSE/SEBI debarment,in-nse-deb-eb2e43474d18b883d3829aa14455c512ac858dc5
C2522,Harsh Reddy,Harsh Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1991,Bhaskar Exports LLP,Bhaskar Exports LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2913,Isha Trivedi,Isha Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1879,Aditya Chatterjee,Aditya Chatterjee,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1810,Nisha Chauhan,Nisha Chauhan,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1919,Nilgiri Exports Ltd,Nilgiri Exports Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2874,Zenith Industries Ltd,Zenith Industries Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2962,Zenith Exports Pvt Ltd,Zenith Exports Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2028,Nilgiri Chemicals India Pvt Ltd,Nilgiri Chemicals India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2750,Rohan Bhatt,Rohan Bhatt,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1423,Bhaskar Industries Ltd,Bhaskar Industries Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2055,Rahul Chauhan,Rahul Chauhan,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2053,Deepak Chatterjee,Deepak Chatterjee,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2563,Isha Bhatt,Isha Bhatt,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2989,Konark Enterprises Ltd,Konark Enterprises Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1671,Nilgiri Textiles LLP,Nilgiri Textiles LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1717,Konark Logistics Ltd,Konark Logistics Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1648,Nikhil Chauhan,Nikhil Chauhan,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2983,Sundara Infra Pvt Ltd,Sundara Infra Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1117,Madhavi,madhavi,C_FP_PEP_COLLISION,0,NONE,case,1,Name on BOTH the PEP register and the debarred list; the two sources share no identifier -> must not auto-link,
C1198,Shrimati N. Alvi,Shrimati N. Alvi,E_TRUE_RCA,1,EDD_LITE,none,1,Relative/close associate of a PEP (Sabha family graph),in-sansad-9615fbec0a5982b3966026fb377cf37521c3d64e
C2325,Rehan Trivedi,Rehan Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2988,Karan Nair,Karan Nair,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1657,Kavya Iyer,Kavya Iyer,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1443,Satpura Industries Pvt Ltd,Satpura Industries Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1232,Goldy Brar,goldy brar,F_FP_UAPA_ALIAS,0,NONE,case,1,Matches the bare UAPA alias 'Goldy Brar'. Single-token / common-name aliases must never trigger alone.,
C2273,Meridian Capital Pvt Ltd,Meridian Capital Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2621,Priya Sengupta,Priya Sengupta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1466,Aditya Bhatt,Aditya Bhatt,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1740,Farah Menon,Farah Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2857,Karan Reddy,Karan Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2938,Kaveri Holdings Pvt Ltd,Kaveri Holdings Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2414,Bhaskar Holdings Ltd,Bhaskar Holdings Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2804,Rahul Sengupta,Rahul Sengupta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1798,Imran Deshmukh,Imran Deshmukh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1520,Satpura Industries India Pvt Ltd,Satpura Industries India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2352,Zenith Ventures India Pvt Ltd,Zenith Ventures India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1030,Mr. Arshad Hussain,m. a. hussain,A_TRUE_SANCTION,1,HIGH,case+initials,1,PAN exact-matches an active NSE/SEBI debarment,in-nse-deb-c5aa198ff7a8712609c837a075eecf38be5d7e93
C2887,Satpura Infra Pvt Ltd,Satpura Infra Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2240,Tanvi Sengupta,Tanvi Sengupta,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1442,Preeti Bhatt,Preeti Bhatt,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1945,Karan Sengupta,Karan Sengupta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2308,Priya Trivedi,Priya Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2499,Sundara Exports Ltd,Sundara Exports Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2248,Kaveri Logistics India Pvt Ltd,Kaveri Logistics India Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1840,Satpura Infra Pvt Ltd,Satpura Infra Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1549,Ritu Pillai,Ritu Pillai,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2840,Anantara Textiles Ltd,Anantara Textiles Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2409,Tanvi Joshi,Tanvi Joshi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1096,Mr. Mohd. Zaid Siddique,Mr. Mohd. Zaid Siddique,B_FP_PAN_MISMATCH,0,NONE,none,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-896d8448b6db4b9952caf6bab026371cce4a2af5
C1157,Govindbhai Laljibhai Dholakia,Govindbhai Laljibhai Dholakia,D_TRUE_PEP,1,EDD,none,1,"Sitting MP (Bharatiya Janata Party) -> PEP / enhanced due diligence, NOT an adverse-media hit",Q124973570
C2832,Chandra Enterprises Pvt Ltd,Chandra Enterprises Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1311,Anantara Holdings Pvt Ltd,Anantara Holdings Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1811,Farah Bhatt,Farah Bhatt,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1507,Preeti Dutta,Preeti Dutta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1972,Meera Ghosh,Meera Ghosh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2515,Satpura Capital LLP,Satpura Capital LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1280,Ananya Joshi,Ananya Joshi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1770,Imran Dutta,Imran Dutta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2974,Anantara Holdings Pvt Ltd,Anantara Holdings Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1659,Aditya Bhatt,Aditya Bhatt,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1041,M/s.Signal2Noise Capital Partners,M/s.Signal2Noise Capital Partners,A_TRUE_SANCTION,1,HIGH,none,0,PAN exact-matches an active NSE/SEBI debarment (corporate),in-nse-deb-cecfdd0ff40e59a44bd2aefab2f51a8039106470
C1174,Dulu Mahato,Dr. Dulu Mahato,D_TRUE_PEP,1,EDD,honorific,1,"Sitting MP (Bharatiya Janata Party) -> PEP / enhanced due diligence, NOT an adverse-media hit",Q19542858
C2909,Vindhya Logistics LLP,Vindhya Logistics LLP,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2632,Satpura Logistics LLP,Satpura Logistics LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1435,Ananya Trivedi,Ananya Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2171,Meridian Ventures LLP,Meridian Ventures LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1218,Showkat Mochi,"Showkat, Mochi,",F_FP_UAPA_ALIAS,0,NONE,reorder+reorder,1,Matches the bare UAPA alias 'Showkat Mochi'. Single-token / common-name aliases must never trigger alone.,
C1368,Vikram Reddy,Vikram Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2439,Zoya Bhatt,Zoya Bhatt,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1921,Aditya Sethi,Aditya Sethi,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1970,Nilgiri Textiles India Pvt Ltd,Nilgiri Textiles India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2735,Rehan Bhatt,Rehan Bhatt,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1765,Rehan Dutta,Rehan Dutta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2343,Isha Rao,Isha Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1390,Satpura Exports Pvt Ltd,Satpura Exports Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1398,Arjun Pillai,Arjun Pillai,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1923,Divya Bhattacharya,Divya Bhattacharya,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1672,Bhaskar Ventures Ltd,Bhaskar Ventures Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2287,Satpura Logistics India Pvt Ltd,Satpura Logistics India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1935,Varun Rao,Varun Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1109,Kalyan Kirti International (Manglaram Shah),Kalyan Kirti International (Manglaram Shah),B_FP_PAN_MISMATCH,0,NONE,none,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-78f8e8206b4d25cbaff5fc0aef03c590848c101a
C1300,Manav Ghosh,Manav Ghosh,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1226,Noomi Nair,Nomi Nair,F_FP_UAPA_ALIAS,0,NONE,typo,1,Matches the bare UAPA alias 'Noomi'. Single-token / common-name aliases must never trigger alone.,
C2142,Varun Deshmukh,Varun Deshmukh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1622,Harsh Malhotra,Harsh Malhotra,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2174,Bhaskar Textiles Pvt Ltd,Bhaskar Textiles Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1248,Isha Joshi,Isha Joshi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1432,Ritu Dutta,Ritu Dutta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2892,Satpura Exports Ltd,Satpura Exports Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1447,Kunal Trivedi,Kunal Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1820,Anantara Ventures LLP,Anantara Ventures LLP,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1053,ANAND GUPTA,A. GUPTA,B_FP_PAN_MISMATCH,0,NONE,initials,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-d1c38d09bd22874c159998c1838d60e0b7b62a68
C2246,Tanvi Rao,Tanvi Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1568,Kaveri Chemicals Pvt Ltd,Kaveri Chemicals Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1834,Siddharth Rao,Siddharth Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2176,Sneha Mehta,Sneha Mehta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1832,Isha Ghosh,Isha Ghosh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1601,Chandra Textiles LLP,Chandra Textiles LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2382,Vindhya Industries Pvt Ltd,Vindhya Industries Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2800,Anantara Holdings India Pvt Ltd,Anantara Holdings India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2481,Divya Bhardwaj,Divya Bhardwaj,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2931,Karan Iyer,Karan Iyer,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2741,Isha Rao,Isha Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1614,Nisha Iyer,Nisha Iyer,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1491,Satpura Chemicals Pvt Ltd,Satpura Chemicals Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1082,Shri Ajoy Das,Shri Ajoy Das,B_FP_PAN_MISMATCH,0,NONE,none,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-6305c872d07b9cf4adf077cfffe5b75f668d285f
C1682,Kaveri Exports Ltd,Kaveri Exports Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2274,Meridian Capital India Pvt Ltd,Meridian Capital India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1716,Pooja Bose,Pooja Bose,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1136,Mr. Mahipal Singh,Mr. Mahipal Singh,C_FP_PEP_COLLISION,0,NONE,none,1,Name on BOTH the PEP register and the debarred list; the two sources share no identifier -> must not auto-link,
C2465,Ritu Chatterjee,Ritu Chatterjee,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2933,Imran Iyer,Imran Iyer,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1925,Sundara Chemicals Pvt Ltd,Sundara Chemicals Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1979,Imran Sengupta,Imran Sengupta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2477,Ananya Bhatt,Ananya Bhatt,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1407,Neha Rao,Neha Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1567,Sundara Infra India Pvt Ltd,Sundara Infra India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1508,Kavya Menon,Kavya Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2740,Aman Menon,Aman Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2929,Kaveri Enterprises Ltd,Kaveri Enterprises Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2013,Vindhya Ventures India Pvt Ltd,Vindhya Ventures India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2907,Varun Bhattacharya,Varun Bhattacharya,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1496,Kavya Sethi,Kavya Sethi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2026,Gaurav Dutta,Gaurav Dutta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1090,Lakhmendra Chamanlal Khurana,L. C. KHURANA,B_FP_PAN_MISMATCH,0,NONE,case+initials,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-a331f17c472284b4e2e4431e26174287c5b4a38e
C2496,Sundara Ventures Ltd,Sundara Ventures Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1843,Sundara Infra India Pvt Ltd,Sundara Infra India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2198,Anantara Enterprises LLP,Anantara Enterprises LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2789,Rahul Deshmukh,Rahul Deshmukh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1362,Ritu Menon,Ritu Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1455,Tanvi Dutta,Tanvi Dutta,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2051,Nisha Pillai,Nisha Pillai,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1267,Zenith Holdings Pvt Ltd,Zenith Holdings Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1233,Mohammad Sayed,Mohammad Sayed,F_FP_UAPA_ALIAS,0,NONE,none,1,Matches the bare UAPA alias 'Mohammad Sayed'. Single-token / common-name aliases must never trigger alone.,
C1931,Satpura Holdings India Pvt Ltd,Satpura Holdings India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1791,Meera Nair,Meera Nair,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2435,Vindhya Chemicals India Pvt Ltd,Vindhya Chemicals India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1934,Rahul Sengupta,Rahul Sengupta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2524,Konark Ventures Ltd,Konark Ventures Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1099,Mr. Sandip Parui,mr. sandip parui,B_FP_PAN_MISMATCH,0,NONE,case,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-9332310dad2454a972ee1236ab590bb659fecb99
C2099,Zenith Logistics Pvt Ltd,Zenith Logistics Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2759,Bhaskar Ventures India Pvt Ltd,Bhaskar Ventures India Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1929,Konark Capital LLP,Konark Capital LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2517,Vindhya Logistics India Pvt Ltd,Vindhya Logistics India Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2823,Vikram Rao,Vikram Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2378,Chandra Textiles Ltd,Chandra Textiles Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1350,Vindhya Logistics Pvt Ltd,Vindhya Logistics Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2019,Pooja Rao,Pooja Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2796,Konark Capital LLP,Konark Capital LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2232,Anantara Chemicals LLP,Anantara Chemicals LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1911,Tanvi Ghosh,Tanvi Ghosh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1483,Bhaskar Ventures Pvt Ltd,Bhaskar Ventures Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2432,Nisha Trivedi,Nisha Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1930,Karan Chauhan,Karan Chauhan,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1632,Aravali Exports Ltd,Aravali Exports Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1175,Rahul Gandhi,R. Gandhi,D_TRUE_PEP,1,EDD,initials,0,"Sitting MP (Indian National Congress) -> PEP / enhanced due diligence, NOT an adverse-media hit",Q10218
C2012,Varun Sethi,Varun Sethi,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2697,Meridian Capital Ltd,Meridian Capital Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1616,Satpura Capital LLP,Satpura Capital LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2703,Arjun Dutta,Arjun Dutta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1125,Mr. Sunil Dutt,Mr. Sunil Dutt,C_FP_PEP_COLLISION,0,NONE,none,0,Name on BOTH the PEP register and the debarred list; the two sources share no identifier -> must not auto-link,
C1421,Shreya Sengupta,Shreya Sengupta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2861,Meridian Capital Pvt Ltd,Meridian Capital Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1658,Neha Sengupta,Neha Sengupta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2594,Aditya Dutta,Aditya Dutta,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2711,Zoya Chatterjee,Zoya Chatterjee,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1953,Sanjay Joshi,Sanjay Joshi,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C1124,S. Padmavathy,S. Padmavathy,C_FP_PEP_COLLISION,0,NONE,none,1,Name on BOTH the PEP register and the debarred list; the two sources share no identifier -> must not auto-link,
C2846,Swati Chatterjee,Swati Chatterjee,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1009,SANKAR PAILAN,SANKAR PAILAN,A_TRUE_SANCTION,1,HIGH,none,1,PAN exact-matches an active NSE/SEBI debarment,in-nse-deb-30f66dd855269cef55082ff46b89b9d327a9702f
C2290,Sneha Kulkarni,Sneha Kulkarni,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2390,Gaurav Rao,Gaurav Rao,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2402,Sundara Ventures LLP,Sundara Ventures LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2286,Kaveri Logistics Ltd,Kaveri Logistics Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2300,Manav Deshmukh,Manav Deshmukh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2727,Bhaskar Ventures LLP,Bhaskar Ventures LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1382,Zenith Textiles Pvt Ltd,Zenith Textiles Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2493,Sundara Textiles LLP,Sundara Textiles LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2950,Kaveri Holdings Pvt Ltd,Kaveri Holdings Pvt Ltd,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2782,Anjali Nair,Anjali Nair,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2923,Nikhil Sengupta,Nikhil Sengupta,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2859,Preeti Deshmukh,Preeti Deshmukh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1844,Aditya Ghosh,Aditya Ghosh,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1268,Bhaskar Chemicals Pvt Ltd,Bhaskar Chemicals Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2777,Rohan Bhardwaj,Rohan Bhardwaj,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2433,Tanvi Bhattacharya,Tanvi Bhattacharya,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1066,Sushma Nagendra Dubey,Sushma Nagendra Dubey,B_FP_PAN_MISMATCH,0,NONE,none,1,Name matches a debarred entity but PAN differs -> different person,in-nse-deb-f7de664d2eff75cbbd44c76481e371c617165084
C2707,Kavya Bhatt,Kavya Bhatt,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1451,Harsh Reddy,Harsh Reddy,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2875,Farah Menon,Farah Menon,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1771,Satpura Textiles LLP,Satpura Textiles LLP,H_CLEAN,0,NONE,none,0,Not on any watchlist,
C2807,Sundara Capital LLP,Sundara Capital LLP,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C2537,Nisha Trivedi,Nisha Trivedi,H_CLEAN,0,NONE,none,1,Not on any watchlist,
C1754,Zenith Logistics India Pvt Ltd,Zenith Logistics India Pvt Ltd,H_CLEAN,0,NONE,none,0,Not on any watchlist,
