client_id,client_name,client_type,pan,country,sector,branch,onboarding_date,exposure_inr,last_kyc_refresh
C2886,Sneha Bose,Individual,ESGPB5464Z,IN,NBFC,Kolkata,2021-07-26,2735007,2023-03-25
C1227,Abu Ammar,Individual,SVEPA9871X,IN,Agri,Bengaluru,2025-07-17,3584112,2027-05-26
C1920,Aman Vaidya,Individual,ERSPV1829T,IN,Infrastructure,Kolkata,2022-11-29,1685012,2023-12-04
C2092,Pooja Vaidya,Individual,BVCPV7068F,IN,NBFC,Delhi,2019-12-27,1584152,2021-02-15
C2822,Rohan Joshi,Individual,QPOPJ4976R,IN,Gems & Jewellery,Ahmedabad,2025-06-27,5097454,2028-02-21
C2795,Meridian Exports Pvt Ltd,Corporate,VKJCM2971E,IN,Real Estate,Hyderabad,2023-07-05,1810885,2025-09-18
C2353,Vikram Sethi,Individual,RLEPS2072T,IN,Pharma,Delhi,2020-01-03,1198404,2020-11-11
C2714,Harsh Nair,Individual,,IN,Import/Export,Ahmedabad,2021-07-30,2758348,2023-08-30
C2725,Nilgiri Industries LLP,Corporate,XQZCN4532R,IN,Financial Services,Bengaluru,2020-08-26,21742565,2023-08-27
C1273,Farah Saxena,Individual,KPBPS2004L,IN,Financial Services,Mumbai,2019-12-27,5521340,2021-09-20
C2195,Siddharth Sethi,Individual,UMIPS8134Q,IN,Pharma,Mumbai,2025-06-18,2083872,2027-06-18
C1586,Vindhya Exports Ltd,Corporate,UICCV8839Z,IN,Pharma,Hyderabad,2020-03-04,756935,2022-12-30
C2338,Rohan Chatterjee,Individual,BDWPC5141B,IN,NBFC,Pune,2021-02-09,2300873,2023-12-16
C1003,Smt. Rekha Biswas,Individual,,IN,NBFC,Chennai,2020-02-09,257791,2021-06-18
C1585,Swati Reddy,Individual,LGFPR3600R,IN,IT Services,Ahmedabad,2021-08-20,5317059,2023-07-21
C1523,Pooja Saxena,Individual,ZMOPS7367T,IN,Gems & Jewellery,Delhi,2025-06-04,3274086,2026-06-08
C2404,Ritu Sengupta,Individual,GYIPS9254P,IN,Pharma,Hyderabad,2023-01-13,2130513,2025-09-06
C1213,"Yousaf, Mohammad",Individual,MLJPY1920B,IN,Infrastructure,Hyderabad,2022-07-02,590063,2024-03-04
C2733,Rohan Bhattacharya,Individual,BCLPB5570X,IN,Real Estate,Kolkata,2022-01-28,3314780,2024-12-03
C1060,Shri Suryaprakash Rathi,Individual,HCYPR3078N,IN,Financial Services,Chennai,2021-01-30,456115,2023-11-21
C1159,Shafi Parambil,Individual,TSKPP4462L,IN,Real Estate,Delhi,2024-10-03,7017743,2026-11-13
C1511,Zenith Enterprises LLP,Corporate,,IN,Real Estate,Ahmedabad,2022-12-26,888639,2023-11-17
C2269,Nilgiri Ventures Ltd,Corporate,MMOCN4241L,IN,Commodities,Kolkata,2025-01-11,3512354,2027-03-06
C2168,Chandra Exports India Pvt Ltd,Corporate,JPMCC2926Z,IN,Pharma,Pune,2021-08-25,71290,2022-09-30
C1420,Ritu Menon,Individual,YBXPM2877D,IN,Financial Services,Pune,2021-03-14,1099621,2023-09-22
C1603,Zoya Deshmukh,Individual,KFGPD2965U,IN,Commodities,Chennai,2023-08-28,2948338,2025-02-07
C2927,Aman Menon,Individual,AZWPM5385X,IN,Pharma,Chennai,2022-08-31,1413031,2024-05-15
C1823,Zenith Textiles India Pvt Ltd,Corporate,PKZCZ4950Y,IN,Gems & Jewellery,Kolkata,2021-08-18,664634,2022-09-28
C2736,Meridian Infra India Pvt Ltd,Corporate,EYNCM8126O,IN,Real Estate,Mumbai,2021-11-25,1335370,2024-07-13
C1937,Shreya Dutta,Individual,,IN,Import/Export,Delhi,2022-08-17,543498,2023-04-15
C1453,Deepak Malhotra,Individual,OBRPM5977J,IN,Import/Export,Kolkata,2019-09-08,137161,2021-10-18
C1177,v. chaudhry,Individual,ANRPC3130D,IN,Pharma,Delhi,2019-08-11,5446187,2020-03-21
C2581,Kavya Pillai,Individual,,IN,Agri,Hyderabad,2021-07-10,1574253,2023-12-20
C2038,Anantara Chemicals LLP,Corporate,SOBCA5431H,IN,Pharma,Delhi,2022-11-14,678745,2024-08-20
C1604,Zenith Industries Ltd,Corporate,QJXCZ3024C,IN,NBFC,Hyderabad,2023-01-30,1735616,2024-09-17
C2501,Swati Reddy,Individual,,IN,NBFC,Pune,2019-03-18,5128238,2021-03-11
C2858,Neha Saxena,Individual,GXNPS7667J,IN,IT Services,Mumbai,2024-05-09,5387820,2025-10-05
C1425,Rehan Mehta,Individual,,IN,IT Services,Bengaluru,2020-04-17,2339280,2021-09-27
C2298,Chandra Chemicals Pvt Ltd,Corporate,WAUCC6412D,IN,Pharma,Delhi,2024-12-16,1255967,2027-10-28
C2982,Konark Enterprises Pvt Ltd,Corporate,,IN,Pharma,Delhi,2023-07-03,827598,2024-11-24
C2155,Satpura Chemicals Pvt Ltd,Corporate,,IN,IT Services,Delhi,2024-06-25,757688,2025-02-14
C2132,Nilgiri Industries Pvt Ltd,Corporate,BQOCN2604S,IN,NBFC,Mumbai,2023-04-21,437975,2025-03-27
C2561,Imran Sengupta,Individual,PHLPS4091F,IN,Commodities,Kolkata,2022-10-22,654796,2024-08-01
C2130,Kaveri Capital India Pvt Ltd,Corporate,BXXCK3611R,IN,Commodities,Delhi,2022-03-02,7528709,2023-09-19
C2330,Isha Reddy,Individual,SJOPR0429Z,IN,Financial Services,Kolkata,2019-11-17,12514123,2022-03-29
C1036,Shri Amar Kumar Das,Individual,AJTPD9357P,IN,Pharma,Chennai,2019-01-28,240423,2020-11-03
C2522,Harsh Reddy,Individual,FEHPR2124C,IN,IT Services,Kolkata,2024-03-20,1057140,2025-11-16
C1991,Bhaskar Exports LLP,Corporate,VYHCB2846R,IN,Infrastructure,Kolkata,2019-09-20,2829464,2021-03-25
C2913,Isha Trivedi,Individual,XYAPT2707X,IN,Pharma,Ahmedabad,2020-03-19,6347367,2022-01-05
C1879,Aditya Chatterjee,Individual,UTDPC9011F,IN,Import/Export,Hyderabad,2022-04-06,2534556,2024-06-01
C1810,Nisha Chauhan,Individual,POGPC0046M,IN,Infrastructure,Chennai,2020-03-11,3784236,2023-01-24
C1919,Nilgiri Exports Ltd,Corporate,,IN,IT Services,Hyderabad,2021-07-12,1368130,2022-03-03
C2874,Zenith Industries Ltd,Corporate,NXICZ2878A,IN,Import/Export,Pune,2024-02-22,11263581,2026-11-06
C2962,Zenith Exports Pvt Ltd,Corporate,CCECZ0626W,IN,Commodities,Pune,2025-02-19,2033493,2026-12-01
C2028,Nilgiri Chemicals India Pvt Ltd,Corporate,AXTCN5999F,IN,Pharma,Kolkata,2020-04-09,1984382,2020-11-01
C2750,Rohan Bhatt,Individual,PURPB3138M,IN,Agri,Bengaluru,2019-04-04,10172871,2019-12-28
C1423,Bhaskar Industries Ltd,Corporate,FTICB0573O,IN,IT Services,Hyderabad,2024-03-31,444590,2025-09-05
C2055,Rahul Chauhan,Individual,MAUPC1859O,IN,Gems & Jewellery,Pune,2021-09-22,36171036,2024-01-16
C2053,Deepak Chatterjee,Individual,PHEPC0719C,IN,Import/Export,Delhi,2024-07-13,319690,2025-05-02
C2563,Isha Bhatt,Individual,,IN,IT Services,Hyderabad,2021-11-15,21224172,2022-09-04
C2989,Konark Enterprises Ltd,Corporate,OFCCK2157A,IN,Real Estate,Ahmedabad,2024-11-11,2194712,2027-01-02
C1671,Nilgiri Textiles LLP,Corporate,GJPCN2598O,IN,Agri,Ahmedabad,2019-05-25,1351594,2021-06-08
C1717,Konark Logistics Ltd,Corporate,UWCCK1108X,IN,NBFC,Ahmedabad,2019-05-03,1770017,2022-03-18
C1648,Nikhil Chauhan,Individual,JIGPC5913F,IN,Pharma,Delhi,2023-10-28,1886942,2026-09-24
C2983,Sundara Infra Pvt Ltd,Corporate,,IN,Financial Services,Hyderabad,2020-10-08,1069223,2022-11-03
C1117,madhavi,Individual,MXVPM3541C,IN,Pharma,Bengaluru,2023-09-16,2194141,2025-01-30
C1198,Shrimati N. Alvi,Individual,QKBPA1036J,IN,Gems & Jewellery,Chennai,2020-08-15,1055170,2022-02-27
C2325,Rehan Trivedi,Individual,FITPT2804I,IN,IT Services,Delhi,2020-04-26,1895338,2021-08-09
C2988,Karan Nair,Individual,WKBPN8213K,IN,Gems & Jewellery,Delhi,2020-03-22,3817542,2021-04-22
C1657,Kavya Iyer,Individual,QCFPI8640X,IN,Import/Export,Bengaluru,2022-01-03,71622121,2022-10-05
C1443,Satpura Industries Pvt Ltd,Corporate,IWVCS4813I,IN,Gems & Jewellery,Mumbai,2020-08-12,2633295,2021-12-10
C1232,goldy brar,Individual,RGGPB7323D,IN,Commodities,Kolkata,2022-12-22,299955,2023-12-04
C2273,Meridian Capital Pvt Ltd,Corporate,YYYCM2258U,IN,Pharma,Delhi,2023-05-27,1301277,2025-10-14
C2621,Priya Sengupta,Individual,WYHPS3802A,IN,Pharma,Delhi,2022-02-03,1642475,2024-11-09
C1466,Aditya Bhatt,Individual,JGWPB6401I,IN,NBFC,Mumbai,2024-07-19,16669429,2027-03-12
C1740,Farah Menon,Individual,WDQPM5618Y,IN,Gems & Jewellery,Mumbai,2024-02-13,1256054,2026-08-02
C2857,Karan Reddy,Individual,KQGPR3942X,IN,NBFC,Kolkata,2023-06-04,6171882,2024-11-14
C2938,Kaveri Holdings Pvt Ltd,Corporate,MGICK6446J,IN,NBFC,Chennai,2023-03-02,151226,2024-01-08
C2414,Bhaskar Holdings Ltd,Corporate,MPTCB5847Y,IN,Commodities,Bengaluru,2023-05-21,178404,2025-09-09
C2804,Rahul Sengupta,Individual,BTYPS5957H,IN,Infrastructure,Hyderabad,2019-01-06,2635710,2021-09-18
C1798,Imran Deshmukh,Individual,FWLPD8120Q,IN,Agri,Pune,2020-02-26,2931084,2022-01-06
C1520,Satpura Industries India Pvt Ltd,Corporate,KJXCS1508Z,IN,Import/Export,Chennai,2023-04-21,1779262,2024-06-27
C2352,Zenith Ventures India Pvt Ltd,Corporate,HDGCZ1420P,IN,Gems & Jewellery,Hyderabad,2024-05-30,634541,2026-10-18
C1030,m. a. hussain,Individual,AAVPH7486C,IN,Import/Export,Chennai,2023-06-21,14912013,2024-01-15
C2887,Satpura Infra Pvt Ltd,Corporate,FGCCS7754Z,IN,IT Services,Chennai,2025-02-12,2774782,2027-07-08
C2240,Tanvi Sengupta,Individual,,IN,Import/Export,Pune,2021-03-11,3703150,2022-09-22
C1442,Preeti Bhatt,Individual,TKMPB3445O,IN,IT Services,Mumbai,2020-07-22,201682,2022-11-23
C1945,Karan Sengupta,Individual,POZPS7368T,IN,Commodities,Delhi,2024-02-29,1285541,2026-04-24
C2308,Priya Trivedi,Individual,VETPT5690X,IN,Agri,Kolkata,2020-07-19,769950,2023-02-11
C2499,Sundara Exports Ltd,Corporate,QTGCS2977N,IN,Agri,Chennai,2019-09-11,2979620,2021-04-17
C2248,Kaveri Logistics India Pvt Ltd,Corporate,,IN,Pharma,Pune,2024-10-22,1657957,2025-08-28
C1840,Satpura Infra Pvt Ltd,Corporate,GGPCS7289Y,IN,NBFC,Pune,2022-02-06,39112397,2024-08-06
C1549,Ritu Pillai,Individual,UUHPP1230H,IN,Real Estate,Kolkata,2022-02-27,5998628,2024-08-07
C2840,Anantara Textiles Ltd,Corporate,PJMCA0689U,IN,Pharma,Chennai,2022-05-14,3146821,2024-06-21
C2409,Tanvi Joshi,Individual,BDBPJ6915R,IN,Infrastructure,Pune,2022-06-19,481175,2024-10-22
C1096,Mr. Mohd. Zaid Siddique,Individual,BLSPS9620T,IN,Real Estate,Mumbai,2021-05-08,475033,2023-09-18
C1157,Govindbhai Laljibhai Dholakia,Individual,KVLPD1240A,IN,Pharma,Mumbai,2023-05-02,3689752,2025-02-11
C2832,Chandra Enterprises Pvt Ltd,Corporate,,IN,Import/Export,Chennai,2023-04-26,23015791,2024-01-01
C1311,Anantara Holdings Pvt Ltd,Corporate,IHYCA7745N,IN,Import/Export,Kolkata,2020-10-04,5545391,2022-06-10
C1811,Farah Bhatt,Individual,WQHPB6934V,IN,Financial Services,Bengaluru,2020-11-28,2437448,2023-11-29
C1507,Preeti Dutta,Individual,VTYPD0523Q,IN,Financial Services,Bengaluru,2020-11-01,497875,2022-01-12
C1972,Meera Ghosh,Individual,ISMPG5343B,IN,Commodities,Chennai,2024-12-27,593754,2027-05-14
C2515,Satpura Capital LLP,Corporate,STICS7121A,IN,Commodities,Pune,2024-09-09,256270,2025-09-16
C1280,Ananya Joshi,Individual,LPLPJ8585V,IN,Gems & Jewellery,Pune,2022-03-27,7797942,2024-04-16
C1770,Imran Dutta,Individual,JHPPD1588Z,IN,Infrastructure,Mumbai,2021-07-02,5054297,2022-12-12
C2974,Anantara Holdings Pvt Ltd,Corporate,LMMCA1545C,IN,Infrastructure,Pune,2024-12-13,775013,2025-11-20
C1659,Aditya Bhatt,Individual,XDTPB1841T,IN,Commodities,Chennai,2022-11-21,2209138,2024-03-23
C1041,M/s.Signal2Noise Capital Partners,Corporate,,IN,IT Services,Ahmedabad,2024-06-12,3394643,2026-06-07
C1174,Dr. Dulu Mahato,Individual,TIJPM0090Y,IN,IT Services,Hyderabad,2022-08-14,465680,2024-10-08
C2909,Vindhya Logistics LLP,Corporate,,IN,Financial Services,Chennai,2021-09-25,283339,2022-11-16
C2632,Satpura Logistics LLP,Corporate,YBCCS2418G,IN,IT Services,Ahmedabad,2020-05-19,1702058,2022-11-27
C1435,Ananya Trivedi,Individual,LBSPT1463C,IN,Agri,Kolkata,2019-02-22,4366571,2020-10-14
C2171,Meridian Ventures LLP,Corporate,YZPCM7867U,IN,IT Services,Mumbai,2023-08-20,39874362,2024-05-12
C1218,"Showkat, Mochi,",Individual,WPDPM1697W,IN,Commodities,Mumbai,2024-03-25,101158,2026-02-13
C1368,Vikram Reddy,Individual,ZKVPR4411B,IN,NBFC,Kolkata,2023-11-23,23247085,2026-10-09
C2439,Zoya Bhatt,Individual,OKMPB9522U,IN,Financial Services,Mumbai,2021-07-01,8489286,2024-02-15
C1921,Aditya Sethi,Individual,,IN,Gems & Jewellery,Bengaluru,2025-02-20,17228287,2027-01-26
C1970,Nilgiri Textiles India Pvt Ltd,Corporate,JSKCN4467Z,IN,Import/Export,Bengaluru,2023-02-23,925412,2024-07-13
C2735,Rehan Bhatt,Individual,YOGPB6391Q,IN,Import/Export,Bengaluru,2022-05-02,478906,2023-09-23
C1765,Rehan Dutta,Individual,PQFPD8186O,IN,NBFC,Hyderabad,2023-12-19,754553,2025-02-27
C2343,Isha Rao,Individual,VVEPR2956N,IN,Commodities,Hyderabad,2024-10-18,348235,2026-09-11
C1390,Satpura Exports Pvt Ltd,Corporate,VSUCS3922T,IN,Pharma,Kolkata,2020-10-05,1176506,2021-05-02
C1398,Arjun Pillai,Individual,DHXPP9308N,IN,NBFC,Hyderabad,2025-03-06,220990,2025-11-27
C1923,Divya Bhattacharya,Individual,WCNPB0137J,IN,Financial Services,Ahmedabad,2024-06-18,626645,2026-06-07
C1672,Bhaskar Ventures Ltd,Corporate,RIRCB9450J,IN,Infrastructure,Kolkata,2019-05-05,2365067,2019-12-23
C2287,Satpura Logistics India Pvt Ltd,Corporate,ZUFCS4422F,IN,Real Estate,Chennai,2022-02-03,590065,2023-07-22
C1935,Varun Rao,Individual,MEGPR3790N,IN,Agri,Pune,2021-02-05,6296785,2022-09-29
C1109,Kalyan Kirti International (Manglaram Shah),Individual,YSXPS0840C,IN,IT Services,Chennai,2023-01-03,344559,2024-07-28
C1300,Manav Ghosh,Individual,,IN,Infrastructure,Bengaluru,2023-07-15,6093645,2024-04-02
C1226,Nomi Nair,Individual,JSKPN4341M,IN,Pharma,Chennai,2025-07-26,4078738,2028-06-23
C2142,Varun Deshmukh,Individual,UJUPD1614P,IN,Financial Services,Kolkata,2019-07-01,3395768,2020-04-21
C1622,Harsh Malhotra,Individual,VIOPM0358V,IN,Commodities,Mumbai,2020-05-06,4624861,2022-06-08
C2174,Bhaskar Textiles Pvt Ltd,Corporate,SQJCB5961C,IN,Real Estate,Delhi,2021-01-18,672269,2024-01-17
C1248,Isha Joshi,Individual,YXVPJ9416H,IN,Agri,Bengaluru,2022-04-05,686828,2023-05-31
C1432,Ritu Dutta,Individual,ZZNPD6968Y,IN,Import/Export,Pune,2022-02-12,15173909,2024-03-11
C2892,Satpura Exports Ltd,Corporate,YLGCS3363N,IN,Financial Services,Ahmedabad,2023-02-08,5453543,2024-02-09
C1447,Kunal Trivedi,Individual,SXYPT2682O,IN,NBFC,Pune,2024-01-21,2713045,2026-04-14
C1820,Anantara Ventures LLP,Corporate,,IN,Agri,Kolkata,2020-06-20,1284024,2022-05-08
C1053,A. GUPTA,Individual,IBVPG5534Z,IN,Agri,Bengaluru,2023-05-03,9392027,2024-09-16
C2246,Tanvi Rao,Individual,OKQPR7249M,IN,Import/Export,Pune,2023-07-09,548821,2026-03-12
C1568,Kaveri Chemicals Pvt Ltd,Corporate,JGUCK3836Y,IN,Pharma,Delhi,2019-02-02,4247855,2021-10-07
C1834,Siddharth Rao,Individual,WYNPR3916Z,IN,IT Services,Ahmedabad,2019-10-16,3152577,2022-03-08
C2176,Sneha Mehta,Individual,NFOPM1474L,IN,IT Services,Mumbai,2023-11-26,276813,2026-06-03
C1832,Isha Ghosh,Individual,HHUPG4280V,IN,Agri,Bengaluru,2024-06-23,5515795,2026-05-09
C1601,Chandra Textiles LLP,Corporate,RCZCC9275Y,IN,Pharma,Delhi,2019-06-14,5591377,2022-03-20
C2382,Vindhya Industries Pvt Ltd,Corporate,,IN,IT Services,Bengaluru,2023-06-11,1579903,2025-07-05
C2800,Anantara Holdings India Pvt Ltd,Corporate,RPWCA6093Z,IN,Agri,Hyderabad,2020-01-26,1117990,2020-11-28
C2481,Divya Bhardwaj,Individual,,IN,Agri,Ahmedabad,2025-02-07,266623,2026-01-19
C2931,Karan Iyer,Individual,,IN,NBFC,Bengaluru,2024-09-27,628928,2026-05-15
C2741,Isha Rao,Individual,CFNPR5614E,IN,Import/Export,Delhi,2023-03-26,2801836,2024-10-17
C1614,Nisha Iyer,Individual,WRWPI9550T,IN,NBFC,Hyderabad,2024-12-20,3087969,2025-10-14
C1491,Satpura Chemicals Pvt Ltd,Corporate,LTUCS2137C,IN,Gems & Jewellery,Hyderabad,2021-07-24,3157392,2024-04-26
C1082,Shri Ajoy Das,Individual,PPFPD5164H,IN,NBFC,Mumbai,2019-11-28,1300916,2022-02-19
C1682,Kaveri Exports Ltd,Corporate,UWHCK9348A,IN,Pharma,Pune,2024-09-28,5419291,2027-09-14
C2274,Meridian Capital India Pvt Ltd,Corporate,IERCM4078P,IN,NBFC,Pune,2022-11-17,2583338,2024-09-22
C1716,Pooja Bose,Individual,KAXPB6456H,IN,Gems & Jewellery,Hyderabad,2019-10-07,2169860,2020-11-05
C1136,Mr. Mahipal Singh,Individual,AJAPS7214A,IN,Agri,Delhi,2019-05-19,797842,2021-08-23
C2465,Ritu Chatterjee,Individual,,IN,Commodities,Hyderabad,2024-09-05,873758,2027-02-12
C2933,Imran Iyer,Individual,RSRPI7157Y,IN,Financial Services,Hyderabad,2024-09-06,3229289,2027-03-03
C1925,Sundara Chemicals Pvt Ltd,Corporate,OSOCS4297U,IN,NBFC,Ahmedabad,2021-04-29,8655122,2024-02-16
C1979,Imran Sengupta,Individual,ATTPS0837R,IN,IT Services,Bengaluru,2024-08-05,368270,2025-04-24
C2477,Ananya Bhatt,Individual,,IN,NBFC,Kolkata,2023-06-18,718831,2025-01-18
C1407,Neha Rao,Individual,SJKPR3955I,IN,Gems & Jewellery,Mumbai,2022-05-07,2899797,2024-10-18
C1567,Sundara Infra India Pvt Ltd,Corporate,XQOCS1417M,IN,NBFC,Delhi,2023-01-05,267188,2025-03-21
C1508,Kavya Menon,Individual,UKMPM4330P,IN,Gems & Jewellery,Delhi,2020-05-07,766972,2022-05-13
C2740,Aman Menon,Individual,MHMPM4682V,IN,Pharma,Bengaluru,2024-10-26,6972088,2025-05-31
C2929,Kaveri Enterprises Ltd,Corporate,,IN,Gems & Jewellery,Chennai,2021-08-21,514422,2023-12-31
C2013,Vindhya Ventures India Pvt Ltd,Corporate,GURCV1831A,IN,Gems & Jewellery,Kolkata,2025-04-01,26829,2027-07-19
C2907,Varun Bhattacharya,Individual,,IN,Commodities,Ahmedabad,2022-12-22,1514451,2024-05-12
C1496,Kavya Sethi,Individual,UNIPS1610U,IN,Financial Services,Mumbai,2019-03-09,601483,2021-01-24
C2026,Gaurav Dutta,Individual,FXWPD5648D,IN,Commodities,Bengaluru,2024-07-08,2329522,2025-12-25
C1090,L. C. KHURANA,Individual,LUYPK7729G,IN,Financial Services,Pune,2023-10-28,756202,2024-07-26
C2496,Sundara Ventures Ltd,Corporate,DDBCS7557Q,IN,Infrastructure,Ahmedabad,2022-03-07,150961,2024-01-06
C1843,Sundara Infra India Pvt Ltd,Corporate,YGZCS8959H,IN,Financial Services,Mumbai,2022-10-30,5340458,2023-10-09
C2198,Anantara Enterprises LLP,Corporate,XPCCA2307C,IN,NBFC,Kolkata,2022-05-11,1917486,2023-05-05
C2789,Rahul Deshmukh,Individual,PIMPD3768O,IN,Financial Services,Delhi,2023-08-27,1201850,2024-05-07
C1362,Ritu Menon,Individual,PMQPM7437O,IN,NBFC,Ahmedabad,2024-05-11,1994087,2026-01-23
C1455,Tanvi Dutta,Individual,,IN,IT Services,Kolkata,2019-04-02,25487263,2020-08-05
C2051,Nisha Pillai,Individual,ADQPP7230K,IN,IT Services,Delhi,2021-06-13,1466887,2023-09-03
C1267,Zenith Holdings Pvt Ltd,Corporate,YLWCZ7279M,IN,Real Estate,Kolkata,2023-09-15,7498949,2024-05-23
C1233,Mohammad Sayed,Individual,BTCPS7203L,IN,IT Services,Chennai,2021-03-31,2558531,2023-08-03
C1931,Satpura Holdings India Pvt Ltd,Corporate,XYRCS4783F,IN,IT Services,Mumbai,2023-05-13,373546,2026-03-29
C1791,Meera Nair,Individual,NEDPN5120P,IN,Commodities,Mumbai,2025-01-08,2428733,2025-12-16
C2435,Vindhya Chemicals India Pvt Ltd,Corporate,GQWCV4247B,IN,Agri,Chennai,2020-07-29,178395,2021-07-02
C1934,Rahul Sengupta,Individual,USMPS1370E,IN,Real Estate,Mumbai,2021-04-12,2374830,2022-12-16
C2524,Konark Ventures Ltd,Corporate,MXNCK9591L,IN,Commodities,Mumbai,2025-07-26,1171178,2028-03-29
C1099,mr. sandip parui,Individual,JNDPP7511I,IN,Gems & Jewellery,Hyderabad,2024-04-03,5080468,2025-08-01
C2099,Zenith Logistics Pvt Ltd,Corporate,GTUCZ6424S,IN,Agri,Bengaluru,2024-04-05,3659440,2026-11-05
C2759,Bhaskar Ventures India Pvt Ltd,Corporate,,IN,IT Services,Hyderabad,2019-01-26,629130,2019-12-31
C1929,Konark Capital LLP,Corporate,AMGCK3449J,IN,Infrastructure,Bengaluru,2021-02-10,4703581,2023-04-29
C2517,Vindhya Logistics India Pvt Ltd,Corporate,QEXCV8869M,IN,Infrastructure,Chennai,2023-06-29,320710,2025-01-06
C2823,Vikram Rao,Individual,JRMPR0262X,IN,Infrastructure,Chennai,2024-06-07,2531927,2027-05-09
C2378,Chandra Textiles Ltd,Corporate,DYKCC2112S,IN,Financial Services,Pune,2020-09-23,12371746,2021-12-17
C1350,Vindhya Logistics Pvt Ltd,Corporate,JAHCV8796Y,IN,Real Estate,Kolkata,2021-08-26,4392945,2023-08-13
C2019,Pooja Rao,Individual,SZAPR5506I,IN,Agri,Bengaluru,2022-12-20,1807594,2025-12-14
C2796,Konark Capital LLP,Corporate,WHECK7156G,IN,Agri,Bengaluru,2022-06-26,373512,2025-04-02
C2232,Anantara Chemicals LLP,Corporate,BVICA8237E,IN,Infrastructure,Delhi,2022-07-18,4301306,2024-01-01
C1911,Tanvi Ghosh,Individual,OAHPG6950D,IN,Commodities,Chennai,2019-02-22,2074623,2019-09-17
C1483,Bhaskar Ventures Pvt Ltd,Corporate,SOZCB3942N,IN,Import/Export,Kolkata,2023-03-24,16933204,2025-09-30
C2432,Nisha Trivedi,Individual,VHLPT5668Z,IN,NBFC,Delhi,2020-03-18,41630,2021-06-03
C1930,Karan Chauhan,Individual,NJLPC1873W,IN,Gems & Jewellery,Delhi,2023-02-05,2639561,2023-10-11
C1632,Aravali Exports Ltd,Corporate,LNKCA0307F,IN,Import/Export,Kolkata,2022-08-05,594061,2025-03-17
C1175,R. Gandhi,Individual,,IN,Import/Export,Bengaluru,2023-01-08,6458717,2026-01-03
C2012,Varun Sethi,Individual,,IN,Infrastructure,Hyderabad,2025-05-12,24102331,2026-03-22
C2697,Meridian Capital Ltd,Corporate,ORQCM1149Y,IN,Real Estate,Delhi,2019-02-16,2179913,2021-07-06
C1616,Satpura Capital LLP,Corporate,DEACS7036F,IN,Commodities,Pune,2023-12-02,1425757,2026-11-27
C2703,Arjun Dutta,Individual,HWQPD3697Y,IN,Infrastructure,Hyderabad,2022-06-26,135716,2025-04-20
C1125,Mr. Sunil Dutt,Individual,,IN,Commodities,Chennai,2021-09-10,4618516,2024-03-19
C1421,Shreya Sengupta,Individual,MVSPS4118F,IN,Import/Export,Pune,2019-01-22,2315852,2021-05-03
C2861,Meridian Capital Pvt Ltd,Corporate,BQLCM2059A,IN,Agri,Ahmedabad,2021-02-22,622288,2022-12-07
C1658,Neha Sengupta,Individual,LLWPS4175A,IN,Gems & Jewellery,Ahmedabad,2025-07-13,399014,2028-06-03
C2594,Aditya Dutta,Individual,IBJPD1285W,IN,Import/Export,Pune,2023-12-08,685854,2024-08-31
C2711,Zoya Chatterjee,Individual,QHHPC5969E,IN,Commodities,Ahmedabad,2024-08-12,5751562,2027-04-20
C1953,Sanjay Joshi,Individual,,IN,Commodities,Pune,2021-03-13,1333132,2021-09-29
C1124,S. Padmavathy,Individual,UYPPP8431O,IN,Infrastructure,Delhi,2022-02-27,1533254,2023-03-27
C2846,Swati Chatterjee,Individual,QYBPC9212E,IN,Pharma,Delhi,2020-10-28,8462433,2021-08-01
C1009,SANKAR PAILAN,Individual,AWTPP2649D,IN,NBFC,Kolkata,2022-03-09,3560443,2024-07-31
C2290,Sneha Kulkarni,Individual,JHAPK1744I,IN,Commodities,Hyderabad,2022-07-07,1064144,2024-01-31
C2390,Gaurav Rao,Individual,DTZPR9906I,IN,Financial Services,Bengaluru,2021-11-29,2775084,2022-07-18
C2402,Sundara Ventures LLP,Corporate,RFGCS5479Y,IN,Infrastructure,Bengaluru,2021-07-27,2125311,2024-05-23
C2286,Kaveri Logistics Ltd,Corporate,,IN,Real Estate,Ahmedabad,2022-08-10,1173182,2023-12-28
C2300,Manav Deshmukh,Individual,YFTPD4361Q,IN,Financial Services,Bengaluru,2019-03-18,205858,2020-07-17
C2727,Bhaskar Ventures LLP,Corporate,OOBCB7395B,IN,Infrastructure,Mumbai,2019-09-06,2019138,2022-01-22
C1382,Zenith Textiles Pvt Ltd,Corporate,XQMCZ3801G,IN,Pharma,Chennai,2024-02-27,1150470,2027-01-09
C2493,Sundara Textiles LLP,Corporate,NTVCS2278O,IN,Pharma,Pune,2024-04-15,4644646,2027-03-28
C2950,Kaveri Holdings Pvt Ltd,Corporate,XJQCK6455M,IN,IT Services,Pune,2024-01-12,1343190,2025-08-04
C2782,Anjali Nair,Individual,DGYPN8036A,IN,NBFC,Ahmedabad,2019-04-20,2442708,2021-07-30
C2923,Nikhil Sengupta,Individual,,IN,Real Estate,Pune,2021-10-16,2886487,2024-04-08
C2859,Preeti Deshmukh,Individual,TOJPD8114F,IN,IT Services,Mumbai,2019-10-17,3642437,2020-09-13
C1844,Aditya Ghosh,Individual,VUUPG1830U,IN,Pharma,Mumbai,2024-01-21,1513569,2027-01-03
